id,description,hierarchy_levels,type
KS120726RSGLKCJXYXNJ,Digital Negative,,skill
KS7G4P86ZKYT2J0DC2WJ,Digital Network Architecture,"[['17.0', '17.0.421.0']]",skill
KS123346Q3HFFMZ07ZGY,Digital Network Control System,"[['17.0', '17.0.421.0']]",skill
KS122YR6MCZK1LBH1S1R,Digital Network Intelligence,"[['28.0', '28.0.589.0']]",skill
KS1234468444FBFW51WV,Digital Orthophoto Quadrangle,,skill
KS1227T741VQ7L970XW9,Digital Painting,"[['7.0', '7.0.173.0']]",skill
KS122YS74Z3TYL1F6HNX,Digital Pathology,"[['14.0', '14.0.337.0']]",skill
KS122YX5XP5MCM4YQ5XV,Digital Performer,,skill
KS122YX6SB8JWF39XF0S,Digital Photography,"[['23.0', '23.0.565.0']]",skill
KS1235167XNGD6TZ545D,Digital Picture Exchange,,skill
KS1234W65DNZGZMZHYBQ,Digital Point Positioning Data Base,"[['17.0', '17.0.422.0']]",skill
KS1234V5XZCX1MBJCNKF,Digital Polymerase Chain Reaction,,skill
KS123FL72WKG7CNZQPLL,Digital Postmarks,,skill
KS122YX6VB6MR359G46T,Digital Preservation,"[['9.0', '9.0.191.0']]",skill
KS122YX74FWQWFSKPJW0,Digital Printing,"[['21.0', '21.0.539.0']]",skill
KS1234V7734KTPLR985V,Digital Private Network Signalling Systems,,skill
ESBD232625E05A1D9F64,Digital Product Management,"[['5.0', '5.0.163.0']]",skill
KS122YY6JB194X82V1ZD,Digital Productions,"[['23.0', '23.0.563.0']]",skill
ES7ADA78984F67064696,Digital Project Management,"[['5.0', '5.0.164.0']]",skill
KS122YY6MYF5CPT4FR4S,Digital Prototyping,"[['7.0', '7.0.178.0']]",skill
KS123FM5Z8XFK187Y58R,Digital Publishing,"[['23.0', '23.0.563.0']]",skill
KS122YY76R8TS8NVR9S6,Digital Radiography,"[['14.0', '14.0.323.0']]",skill
KS122YZ6RR5PQSNKWKGZ,Digital Recording,"[['23.0', '23.0.563.0']]",skill
ES4C2A5FE11A37D09DDD,Digital Rights Management,"[['17.0', '17.0.436.0']]",skill
ES3BB8A5686AF0ADA01D,Digital Sales,"[['29.0', '29.0.610.0']]",skill
KS122YZ6RX8XZ2QYJ9YX,Digital Sculpting,"[['7.0', '7.0.173.0']]",skill
KS122YZ6WNM52VC6ZKF1,Digital Security,"[['17.0', '17.0.392.0']]",skill
KS122Z073YX9J7V22JY3,Digital Signage,"[['23.0', '23.0.565.0']]",skill
KS1236F68PJ8F8NQ02KV,Digital Signal 0,"[['17.0', '17.0.483.0']]",skill
KS1236G62J3K1JBJB87S,Digital Signal 1,"[['17.0', '17.0.483.0']]",skill
KS122Z0790S8K15M4SC5,Digital Signal 3,,skill
KS122YY5WBP7GQPNRFG3,Digital Signal Processing,"[['11.0', '11.0.242.0']]",skill
KS122Z15VV3H3MK28QPM,Digital Signal Processor,"[['11.0', '11.0.242.0']]",skill
KS122Z078YN6BLBGC3RX,Digital Signals,"[['17.0', '17.0.483.0']]",skill
KS122Z15WTY702GDZ3RC,Digital Signature,"[['17.0', '17.0.392.0']]",skill
KS122Z265DT0CMGJS41F,Digital Signature Services,,skill
KS122Z279GGR6PV479WL,Digital Single-Lens Reflex Cameras,"[['23.0', '23.0.565.0']]",skill
ESD4791FC22BDDA1F7C8,Digital Sketching,"[['7.0', '7.0.173.0']]",skill
KS122Z46C4ZP68W4NRWL,Digital Storage Systems Interconnect,,skill
KS122Z663MHVG4TQH58J,Digital Storytelling,"[['23.0', '23.0.563.0']]",skill
BGS95511BC59500E7459,Digital Strategy Development,"[['5.0', '5.0.153.0']]",skill
KS1236M6HFJZS13165XK,Digital Subscriber Line,"[['17.0', '17.0.483.0']]",skill
KS1236M77X4TZK07SZ68,Digital Subscriber Line Access Multiplexer,"[['17.0', '17.0.452.0']]",skill
KS122Z860C75JV7XGVST,Digital Systems,"[['17.0', '17.0.363.0']]",skill
KS122Z8647637KP0N1CC,Digital Technology,"[['17.0', '17.0.376.0']]",skill
KS123785WCJWTZ9MMXSW,Digital Television Transition,,skill
KS1237262K10TNCXZLMF,Digital Terrain Elevation Data (DTED),"[['17.0', '17.0.422.0']]",skill
ESC80C5E846C65F847EB,Digital Transformation,"[['17.0', '17.0.436.0']]",skill
ES3CB3E9AB1C8764C2E9,Digital Transformation Management,,skill
ES6A415EE2A6E4E51F11,Digital Twin,"[['11.0', '11.0.243.0']]",skill
BGS61A72F09408556519,Digital Video,"[['23.0', '23.0.565.0']]",skill
KS122Z970HBMV69B9KHC,Digital Video Effect,"[['23.0', '23.0.565.0']]",skill
KS122Z974XMJZF4KT957,Digital Video Production,"[['23.0', '23.0.565.0']]",skill
KS1237Z6239B0LH52XQV,Digital Video Recorder,"[['23.0', '23.0.565.0']]",skill
KS1237V62M01JKKL9KDV,Digital Visual Interface,"[['23.0', '23.0.565.0']]",skill
KS1237X5W3XC9RJFK6YZ,Digital Volt-Ohm Meter,"[['11.0', '11.0.227.0']]",skill
KS122ZD5X2T2QFFNLC6L,Digital Watermarking,,skill
KS122N05WFMXT450CW0K,Digital-To-Analog Converter,"[['11.0', '11.0.217.0']]",skill
KS122ZF75YVNLXW1BN4Q,Digitization,"[['17.0', '17.0.363.0']]",skill
KS122X96XW41W0H1HPQ9,Digraphs,,skill
BGS83F34551C9A751B6F,Dilation And Curettage,"[['14.0', '14.0.334.0']]",skill
KS122ZG65CL5C8YMLC2C,Dilatometer,,skill
KS122ZG6WHMLGVW23DVG,Diluted Earnings Per Share,,skill
KS127N36VCK1BVWXVV0P,Dilution Of Precision (GPS),,skill
KS122ZG6Z2Z9CX134HWS,Dilution Refrigerator,,skill
KS122ZJ65TWHMSS9JCSR,Dimension Table,,skill
KS122ZJ6KP9F60DVDSV0,Dimensional Analysis,"[['3.0', '3.0.125.0']]",skill
KS122ZL6BQ4Y22BFZ2VK,Dimensional Metrology,"[['21.0', '21.0.538.0']]",skill
KS122ZM785T0N91VWNWL,Dimensional Modeling,"[['17.0', '17.0.396.0']]",skill
KS122ZH71HN3JMGYNBS7,Dimensionality Reduction,"[['3.0', '3.0.118.0']]",skill
KS122ZN5W4DW5ZFSJHQ5,Dimensioning,"[['11.0', '11.0.225.0']]",skill
KS7G7516792Z6B026DVJ,Dinka (Language),,skill
KS1234Z6LPL6N68Y5D1B,Diode-Pumped Solid-State Laser,,skill
KS122ZQ6V132CGR73CRL,DipTrace,,skill
KS1224C6Q732KDVZFVC4,Diplexer,,skill
KS122X36HZW07W2W9Y49,Diploma In Hardware And Networking Technologies (DHNT),,skill
KS1274Y6QKJH6K9N98Q1,Diploma In Nursing,,skill
ES9E625C2D299C5B9C91,Diplomacy,"[['26.0', '26.0.581.0']]",skill
KS122N277LRZW5HXRKDD,Diplomate American College Of Laboratory Animal Medicine,,skill
KS122RV6CRYSSLBVHYB9,Diplomate In Clinical Social Work,,skill
KS122RL69PDW94V0GK4M,Diplomate In Cognitive-Behavioral Therapy,,skill
ES2306F822E43D592FBE,Diplomate In Laboratory Management (DLM-ASCP),,skill
KS1230872NSVC2CQBVCT,DirSync Pro,"[['17.0', '17.0.480.0']]",skill
KS122N4658CBQP4ZQ3FD,Direct Access File Systems,,skill
KS122NK6SF115WDZ4HQH,Direct Access Storage Devices,"[['17.0', '17.0.396.0']]",skill
KS1230265KFVDQG2L4KC,Direct Connect,,skill
KS122RH6KSMPHZN1ZHFC,Direct Current,"[['10.0', '10.0.196.0']]",skill
KS122RK6HLLG21QCN9R1,Direct Current Machines,,skill
KS122ZR7039MDNYQZ6XH,Direct Digital Controls (DDC),"[['11.0', '11.0.213.0']]",skill
KS128CY6MFQ70PND9Q07,Direct Digital Manufacturing,"[['21.0', '21.0.532.0']]",skill
KS122ZS60QT9TDZ4KWVD,Direct Drive Mechanism,"[['11.0', '11.0.234.0']]",skill
KS122ZS6RMVQJQPYTBGM,Direct Electronic Data Interchange,,skill
ES835D7AD6C8286E98A3,Direct Endorsement Designation,,skill
KS122ZT6CPXZ5FY3WVL3,Direct Examination,"[['19.0', '19.0.505.0']]",skill
KS122ZT6MG5HHLNK4VD7,Direct Imports,"[['32.0', '32.0.640.0']]",skill
KS122ZV62FGHZVYTR1HX,Direct Instruction,"[['9.0', '9.0.193.0']]",skill
KS122ZV677XQLB20X64W,Direct Investments,"[['13.0', '13.0.281.0']]",skill
KS122ZW6BKKRXF3S40QH,Direct Mail Fundraising,"[['22.0', '22.0.547.0']]",skill
KS122ZX69BSKG91HYVD1,Direct Market Access,"[['13.0', '13.0.267.0']]",skill
KS122ZQ6X99D6GDFH046,Direct Marketing,"[['22.0', '22.0.552.0']]",skill
BGSA06EF4FDF16FF550F,Direct Materials Sourcing,"[['32.0', '32.0.640.0']]",skill
KS1232N6L4LXW0VF0609,Direct Memory Access,,skill
KS1232P6V2QW275H2TKH,Direct Metal Laser Sintering,,skill
KS122ZY6NSWMLXGKK5LK,Direct Participation Programs,,skill
ES65A8AADF558000525C,Direct Patient Care,"[['14.0', '14.0.289.0']]",skill
KS7G0RB66GZLLK3XJ41W,Direct Programming Interface,"[['11.0', '11.0.229.0']]",skill
KS1235Z6P45DJYW82YVK,Direct Response Television,"[['22.0', '22.0.552.0']]",skill
KS122ZY767SXP12641Q1,Direct Selling,"[['29.0', '29.0.600.0']]",skill
KS1236N5VV064NH7RHPS,Direct Simulation Monte Carlo (DSMC),,skill
BGS7AC6CA6C31C8275C5,Direct Store Delivery,"[['32.0', '32.0.644.0']]",skill
KS122ZZ60FW8W759YC00,Direct Tax,"[['13.0', '13.0.287.0']]",skill
KS1238366C7H0S5WG1TQ,Direct Web Remoting (Java),"[['17.0', '17.0.437.0']]",skill
BGSA27129572B20C211A,Direct-Attached Storage,"[['17.0', '17.0.396.0']]",skill
KS1236Y651XKCNZRPR7R,Direct-Sequence Spread Spectrum,,skill
KS1236K66FV5GXKCGD2B,Direct-Shift Gearbox,,skill
ESD7FE1E7E11D09375E2,Direct-to-Consumer (DTC),"[['29.0', '29.0.599.0']]",skill
KS123006J674RCBW47QK,Direct3D,"[['17.0', '17.0.369.0']]",skill
KS123006Y88Z4692YP6L,DirectAccess,,skill
KS123016S2R7HD3WNGFH,DirectAdmin,,skill
KS1230266VNGYLJ0LHMW,DirectDraw,,skill
KS123045XDZKRFRXVK9K,DirectFB,,skill
KS1230474WZNK529WTJF,DirectLOGIC,"[['11.0', '11.0.213.0']]",skill
KS12307704H98V3ZCQ0X,DirectShow,"[['23.0', '23.0.566.0']]",skill
KS441WN6L2M8C24CK9SZ,DirectVobSub,,skill
KS122ZZ6WK3KY3TKBTTS,DirectX (Software),"[['17.0', '17.0.442.0']]",skill
KSA2TC57L8ZVSMUQGFSZ,Directcompute,,skill
KS122N466D55P3JZHW2F,Directed Acyclic Graph (Directed Graphs),"[['3.0', '3.0.118.0']]",skill
BGS8AEAAABF4A7318153,Directed Energy Systems,"[['28.0', '28.0.591.0']]",skill
KSGTB5YC0EZLCN81D7ML,Directed Graph,,skill
KS1230468LLG6R6CK80R,Direction Finding,"[['11.0', '11.0.239.0']]",skill
KS124RX6BR6JKC2QWQ5Y,Directional Boring,"[['4.0', '4.0.140.0']]",skill
KS1230469Q3H7ZQ2K8XK,Directional Drilling,"[['11.0', '11.0.228.0']]",skill
KS123046S1CNLDCFQM6Z,Directional Stability,,skill
KS12304771H38M14S6MF,Directly Observed Therapy,"[['14.0', '14.0.338.0']]",skill
KS123065YS8LT0K46WRT,Directory Assistance,"[['6.0', '6.0.166.0']]",skill
KS5J3K6Y7LDQR5ZT9O09,Directory Permissions,"[['17.0', '17.0.481.0']]",skill
KS1230679RLKJGSJXRF8,Directory Service,"[['17.0', '17.0.481.0']]",skill
KS1236N6MGN49FYTN196,Directory Services Markup Language (XML-Based Standards),,skill
KS123076H030P0BXT6Z8,Directory Structure,"[['17.0', '17.0.395.0']]",skill
KSV1VEI9BJQK40UP3ZL7,Dirty Data,"[['17.0', '17.0.395.0']]",skill
KS1231M5Z1K6FD2DWRB3,DisProt,,skill
KS1230C5X5T37GZ1NJ2B,Disabilities,"[['14.0', '14.0.342.0']]",skill
BGSBEBF6451652F31615,Disability Adaptation,"[['14.0', '14.0.338.0']]",skill
BGS53EDBB8AE0F9F2229,Disability Claims,"[['6.0', '6.0.168.0']]",skill
KSLZW7VLBAYPB6HWN5I1,Disability Income,"[['31.0', '31.0.629.0']]",skill
KS1230D75WX241JP61XP,Disability Management,"[['14.0', '14.0.338.0']]",skill
BGS2FBF3280498019816,Disability Prevention,"[['14.0', '14.0.342.0']]",skill
KSHDQ8H7ITDP140BRTXL,Disambiguation,"[['3.0', '3.0.126.0']]",skill
KS1230F6Q3PKP7TXB2FV,Disassembler,"[['17.0', '17.0.476.0']]",skill
KS123VX67RNFKCZYJBL7,Disaster Area,"[['28.0', '28.0.585.0']]",skill
KS1230G6X8QFRZCRDXXF,Disaster Assessment And Coordination,"[['28.0', '28.0.585.0']]",skill
BGSB1B652BD76E47953E,Disaster Loans,"[['13.0', '13.0.279.0']]",skill
KS1230H6VL7488YKTRX8,Disaster Medical Assistance,,skill
KS1230J5ZTKDT1CK51GV,Disaster Medicine,"[['28.0', '28.0.586.0']]",skill
KS1232S617J8QW87RXX8,Disaster Mortuary Operational Response,,skill
KS1230J653VLYXTKF4XV,Disaster Planning,"[['28.0', '28.0.585.0']]",skill
ES35410D13F95D80CC63,Disaster Preparedness,"[['28.0', '28.0.585.0']]",skill
KS1230J6Z8029TC15P7L,Disaster Recovery,"[['5.0', '5.0.150.0']]",skill
KS1235C76R32T5TBMV5T,Disaster Recovery Certified Specialist (DRCS),,skill
KS1230J716LJJSLZ3KQ4,Disaster Recovery Plan,"[['5.0', '5.0.150.0']]",skill
KS7G5NL6467RJKVWSD8L,Disaster Recovery Solution,"[['5.0', '5.0.150.0']]",skill
KS1230K5ZJSNGNHNQHCX,Disaster Response,"[['28.0', '28.0.585.0']]",skill
KS1230K70J9D4381DHC5,Disc Brakes,"[['20.0', '20.0.522.0']]",skill
KS7G5DN6WVTH09R0JGNB,Disc Jockey,"[['24.0', '24.0.569.0']]",skill
KS1231F6B6S21NZVLLB5,Disc Spanning,,skill
KS1230L77B7JPFWJH6QM,Discectomy,,skill
ESF0141DC2CB2921D70E,Discharge Planning,"[['14.0', '14.0.649.0']]",skill
ESF074C86FB52F5D4CB1,Discharge Summaries,"[['14.0', '14.0.314.0']]",skill
ES751DED69CF35D7747C,Discipleship,"[['31.0', '31.0.630.0']]",skill
KS1230M6522B8V62D5RK,Disciplinary Counseling,"[['31.0', '31.0.628.0']]",skill
KS1230M6ZSN7PD2VTS2T,Disciplinary Procedures,"[['16.0', '16.0.358.0']]",skill
KS1230N5Z09NWDLW6XVX,Disciplined Agile Delivery,"[['17.0', '17.0.365.0']]",skill
KSLRXRVX64F2FUX1W7J6,Disconnected Environment,,skill
KS1230N75PCQ9B8L68TN,Disconnector,,skill
KS123786LSV37GSF27V8,Discontinuous Transmission,"[['17.0', '17.0.483.0']]",skill
BGS2CBB11F9653B9CF2F,Discount Calculation,"[['3.0', '3.0.125.0']]",skill
ES4EA7B2D6BB20811AD3,Discount Points,"[['13.0', '13.0.284.0']]",skill
KS1230N76N95KN1G24RD,Discount Stores,"[['29.0', '29.0.605.0']]",skill
KSDK3Q6W2RYOATC7AV1I,Discounted Cash Flow,"[['13.0', '13.0.271.0']]",skill
KS1230Q5YBR9ZMPS74TP,Discounts And Allowances,"[['6.0', '6.0.167.0']]",skill
KS1230Q63P8PZ4C6YT3K,Discourse Analysis,"[['23.0', '23.0.499.0']]",skill
KS1230T74P8GGFMJ1KN2,Discovery Learning,"[['9.0', '9.0.184.0']]",skill
KS1230V6B294P90BMY3G,Discovery Studio,,skill
KS1230X69XD8H1LC9QGR,Discrete Cosine Transform,,skill
KS7G32S6GV0VTL0CLZ7P,Discrete Element Modeling Software,"[['11.0', '11.0.233.0']]",skill
KS1230X6G8WL3V8N74NB,Discrete Event Simulation,"[['11.0', '11.0.243.0']]",skill
KS122WW71KM0TLXHW0C1,Discrete Fourier Transform,,skill
KS1230Y649BV3DNF2RWT,Discrete Manufacturing,"[['21.0', '21.0.532.0']]",skill
KS1230V729CKK733KB6L,Discrete Mathematics,"[['3.0', '3.0.125.0']]",skill
KS1230Y6PSY2D8J0YG3S,Discrete Optimization,"[['3.0', '3.0.125.0']]",skill
KS1230Y6S44BV6QLTLJP,Discrete Phase-Type Distribution,,skill
KS1231067F5H03N759S5,Discrete Systems,"[['17.0', '17.0.363.0']]",skill
KS123726P1QYQ6JCJ2GR,Discrete-Time Fourier Transform,,skill
KS122N26VQ3FP8ZFXKCJ,Discretionary Access Controls,,skill
KSGB8AQCSJPX7XFPOUML,Discretization,"[['3.0', '3.0.125.0']]",skill
ESE1513D8A8E0F8CD899,Discrimination Complaints,"[['19.0', '19.0.503.0']]",skill
ES334E1A00A7BA592E98,Discussion Facilitation,"[['23.0', '23.0.576.0']]",skill
BGS7DE9C82DA5B6BB0CE,Disease Biology,"[['30.0', '30.0.613.0']]",skill
BGSCB1CCB9CBFFAA0CCE,Disease Control,"[['14.0', '14.0.344.0']]",skill
KS1209P6PHJHQN2L01PV,Disease Etiology,"[['14.0', '14.0.310.0']]",skill
KS7G05S6BRGZ0495N7KZ,Disease Management,"[['14.0', '14.0.310.0']]",skill
ES3056D75258AF081F67,Disease Modeling,"[['30.0', '30.0.324.0']]",skill
KS12314650K2B4KTH81J,Disease Prevention,"[['14.0', '14.0.344.0']]",skill
KS123146YBB84DTDWYQF,Disease Surveillance,"[['14.0', '14.0.344.0']]",skill
BGSD279886D18C98AD3B,Disguise.One,,skill
KS1231564R8D1LKMWV51,Dishfire,,skill
KS123T66HP6M4HT9516X,Disintermediation,"[['32.0', '32.0.644.0']]",skill
KS128CH6VDZVBS0GV0QM,Disk Array Controllers,"[['17.0', '17.0.386.0']]",skill
KS1231578HDCTBLK2X5R,Disk Arrays,"[['17.0', '17.0.386.0']]",skill
KS12318625BYZ1Z4CLGM,Disk Cleanup,,skill
KS1230K72LD09D0F5S74,Disk Cloning,"[['17.0', '17.0.482.0']]",skill
KS1235P6T5JX68GJK3GL,Disk Controller,"[['17.0', '17.0.386.0']]",skill
KS122T96G4912DYTKGMC,Disk Defragmentation,"[['17.0', '17.0.396.0']]",skill
KS1231969D61TL9X4QLK,Disk Enclosure,,skill
KS12319750C9FPFXJKF6,Disk Formatting,,skill
KS1251W5YQLF9WZP1KW8,Disk Imaging,"[['17.0', '17.0.375.0']]",skill
KSHEOCTV6L1F06RI9GLY,Disk Io,"[['17.0', '17.0.363.0']]",skill
KS1231B6GSG493VNW06B,Disk Loading,,skill
KS1231B72Z05CWVZGVXC,Disk Manager (Software),,skill
KS122PM60C38T0B72NZC,Disk Mirroring,,skill
KS1231C6CCZ9XTQC1QQF,Disk Operating Systems,"[['17.0', '17.0.455.0']]",skill
KS1231C6JJ5HY5GG8WZX,Disk Partitioning,,skill
KS1234T76BX366DSC3LH,Disk Performance Analyzer For Networks,,skill
KS1231D638RB0MG2LB5F,Disk Quota,,skill
KS1231G5W7G609990J8S,Disk Staging,,skill
KS1230L5ZWK36CD2ZJR9,Disk Storage,"[['17.0', '17.0.396.0']]",skill
KS1231G65FTVWC17GT4N,Disk Subsystems,"[['17.0', '17.0.386.0']]",skill
KS1231G6KSF6P7J4ZZT2,Disk Swapping,,skill
KS1231H5W4FYP2ZB3GFL,Disk Usage Analyzer,,skill
KS120K96SVMQ8NPNGM2K,Disk Utility,,skill
KS1231H6JP3TKV0306BZ,DiskTracker,,skill
KS1235C6RX4CXPZZT2B0,Diskless Remote Boot In Linux,,skill
KS1231H6FQTK5NNY1T1J,Diskpart,,skill
ES3F4883844E0FFFAB98,Dispatch Coordination,"[['32.0', '32.0.645.0']]",skill
ESA74E9C3ABFF89E7B97,Dispatch Planning,"[['32.0', '32.0.645.0']]",skill
KS7G5CT61NJMNH0V22KQ,Dispatching,"[['5.0', '5.0.158.0']]",skill
KS1231K6JRTRZT758TX7,Dispersant,,skill
KS121W770KSYKW8GH3D1,Dispersion (Optics),"[['30.0', '30.0.624.0']]",skill
KS1240T6D3D4P4QPLGXZ,Displacement (Fluid),"[['11.0', '11.0.234.0']]",skill
KS1231K6YPZ6TV0CZC2F,Displacers,,skill
KS1231K75PP5CD1Y3J5M,Display Advertising,"[['22.0', '22.0.553.0']]",skill
KS1231K7683VDNJLFD2V,Display Control,,skill
KS122YD62YYKBCTTGYH7,Display Devices,"[['11.0', '11.0.222.0']]",skill
KS1231L63TP5WF2KG755,DisplayPort,"[['17.0', '17.0.452.0']]",skill
KS1231M6M7DML5NQCX8V,Dispute Resolution,"[['19.0', '19.0.507.0']]",skill
KSFOF04LQY7HR3FTUM7R,Disqus,,skill
KS1231N66DGFWLRDVMTX,Disruptive Behavior Disorders,"[['14.0', '14.0.327.0']]",skill
KS1231N69X8XY22P47PD,Dissection,"[['30.0', '30.0.621.0']]",skill
KS1231P6NX5WNJK7MN6M,Dissemination,"[['5.0', '5.0.148.0']]",skill
KS1231P76B4C3HS605RC,Dissociation,"[['14.0', '14.0.327.0']]",skill
KS1231P78VBM2KJTN273,Dissolved Air Flotation,"[['10.0', '10.0.209.0']]",skill
KS1277M6LCSXT9C2DJ67,Dissolved Gas Analysis,,skill
KS1236X63H1BG5GKCKPG,Distal Splenorenal Shunt Procedure,,skill
KS1231Q64RBX2SYBZN95,Distance Education Certification,,skill
ES62D992F54FA78607E2,Distance Learning,"[['9.0', '9.0.193.0']]",skill
KS1231Q6KP5TSRS52KQL,Distance Sampling,,skill
KS1237V71N77W3DFYNSY,Distance Vector Multicast Routing Protocol,"[['17.0', '17.0.450.0']]",skill
KS1231Q79B4QH9H5232K,Distance-Vector Routing Protocols,,skill
KSCJRRWCBJ2PG9C3EUC6,Distcc,,skill
ES63BA5686575C427B6B,Distech (Building Automation System),"[['11.0', '11.0.213.0']]",skill
KS122VZ5ZYMCFG0WYD57,Distillation,"[['21.0', '21.0.532.0']]",skill
BGS6DD40469728C888B4,Distress Signals,"[['28.0', '28.0.586.0']]",skill
KS1231R5VPJC584231RS,Distressed Securities,"[['5.0', '5.0.276.0']]",skill
KS1231R639NPDJCBDBS6,Distributed Antenna Systems,"[['17.0', '17.0.483.0']]",skill
KS16IRYQZYF6WKIU70FO,Distributed Cache,"[['17.0', '17.0.406.0']]",skill
KS122RM6KX1Z3YNLR86M,Distributed Common Ground System (DCGS),"[['28.0', '28.0.591.0']]",skill
KS1224769PSK7KF2BJNJ,Distributed Component Object Model,"[['17.0', '17.0.406.0']]",skill
KS12320732STS9N7XT64,Distributed Computing,"[['17.0', '17.0.406.0']]",skill
KS1231R6L1Z432N2M46F,Distributed Computing Environment,,skill
KS1231R6Y7JJ3J5DS6JM,Distributed Control Systems,"[['11.0', '11.0.213.0']]",skill
KS1231R70MKTVVGHC6TZ,Distributed Data Store,"[['17.0', '17.0.406.0']]",skill
KS1231T6GYWKY8L06BNB,Distributed Database,"[['17.0', '17.0.479.0']]",skill
KS122RW6Q8JS977RVN6F,Distributed Database Management System (DDBMS),,skill
KS1231V6LZ103YM0LLL9,Distributed Design Patterns,"[['17.0', '17.0.406.0']]",skill
KS1231V6R2NFV7LSR4JJ,Distributed Development,"[['17.0', '17.0.474.0']]",skill
KS122WR65W0M1GFHCW9W,Distributed File Systems,"[['17.0', '17.0.406.0']]",skill
KS1231W68Y7Y22FHWN1B,Distributed Firewall,"[['17.0', '17.0.451.0']]",skill
KS1231Y6G4YZ64DGS8JP,Distributed GIS,,skill
KS1231X5WSPKY79SZW2B,Distributed Generation,"[['10.0', '10.0.196.0']]",skill
KS122WY5VSGKJJ80KSL9,Distributed Generation Certified Professional,,skill
KS1231Y6QTHW0L9L02BH,Distributed Interactive Simulation,,skill
ES576324C14021E9F476,Distributed Ledgers,"[['17.0', '17.0.378.0']]",skill
KS1232L78MQFGXB6V946,Distributed Lock Manager,,skill
KS440JF6VRTCXZ7P1C7Z,Distributed Memory,"[['17.0', '17.0.406.0']]",skill
KS1232P6FS2MV0DNG7HF,Distributed Multi-Agent Reasoning Systems,,skill
KS1232R717Y2J3ZS8K9V,Distributed Multi-Link Trunking,,skill
KS1233677GS7GRR1HK6B,Distributed Network Protocol (DNP3),"[['17.0', '17.0.450.0']]",skill
KS123205XFD994GSX8MQ,Distributed Object,"[['17.0', '17.0.406.0']]",skill
BGSDB6B569E8C0BE0EF4,Distributed Order Management,"[['32.0', '32.0.644.0']]",skill
KSB0GIGU84LMN8PSGJI6,Distributed Programming,"[['17.0', '17.0.406.0']]",skill
KS1235G6VPBFKLD29CW6,Distributed Relational Database Architecture (DRDA),,skill
KS1235C62P41Y1NMMC9H,Distributed Replicated Block Device,"[['17.0', '17.0.382.0']]",skill
KS7G2CJ73WJVPXF5TZYB,Distributed Resource Scheduler,"[['17.0', '17.0.406.0']]",skill
KS1232067BVWWN9YF49F,Distributed Revision Control,"[['17.0', '17.0.486.0']]",skill
KS1236R61SP7BNRFMVDS,Distributed Social Networking Protocols,,skill
KS1236X78N0SCVM0FN1W,Distributed System Security Architecture,,skill
KS1237261DN7GK2PS2BJ,Distributed Tactical Communications Systems,,skill
ESC3B4D235CC57F3594C,Distributed Team Management,"[['5.0', '5.0.159.0']]",skill
KS6860872YTYD2XBK86V,Distributed Temperature Sensing (DTS),"[['11.0', '11.0.237.0']]",skill
KSGFCFI0B0LFI8L4NE7J,Distributed Testing,"[['17.0', '17.0.477.0']]",skill
KS12321635SBTMM5HXDR,Distributed Transaction,"[['17.0', '17.0.406.0']]",skill
KS123216N68FBK5L6SZH,Distribution Amplifier,"[['11.0', '11.0.242.0']]",skill
KS121646XKXXK7578L3N,Distribution Board,"[['4.0', '4.0.138.0']]",skill
BGSA30CF78EBBCC7302F,Distribution Center Operations,"[['32.0', '32.0.633.0']]",skill
KS1232170780JY3RQ3R5,Distribution Management Systems,"[['32.0', '32.0.637.0']]",skill
KS123226C399FJND0V6D,Distribution Software,"[['32.0', '32.0.644.0']]",skill
BGS17D60C39889EFBEB9,Distribution Strategies,"[['5.0', '5.0.163.0']]",skill
KS123226LLZPHTR6L2RN,Distribution System Operators (DSO),"[['10.0', '10.0.196.0']]",skill
KS7G2B36T2SQCF2H9FHQ,Distribution Theory,,skill
KS1232366XC0QSF5RGMJ,Distribution Transformer,"[['10.0', '10.0.196.0']]",skill
KS1232373W0VNQ2HZKQ1,District Cooling,"[['20.0', '20.0.519.0']]",skill
KS122X168988LC58S1KY,District Health Information System (DHIS),"[['14.0', '14.0.314.0']]",skill
KS1232679DN9RMWHYC26,Dither,,skill
KS1232D6DQ6FPHSXM49F,DivX,,skill
ESCF55409E361DD1CB64,Diverse Learners,"[['9.0', '9.0.193.0']]",skill
KS7G7NQ5VJCLYWJRRZ7L,Diversification (Investing),"[['13.0', '13.0.281.0']]",skill
ES927EF31A5D2B127B50,Diversity And Inclusion,"[['16.0', '16.0.358.0']]",skill
KS123285XWQS1TVY0YJ4,Diversity Awareness,"[['26.0', '26.0.581.0']]",skill
KS123295Y03HRYW5W1KX,Diversity Combining,,skill
BGSA4A8982D77DC66ABC,Diversity Equity And Inclusion Initiatives,"[['16.0', '16.0.358.0']]",skill
BGS954B4BC18A652F971,Diversity Equity And Inclusion Policies,"[['16.0', '16.0.358.0']]",skill
KS7G6XB661ZQZM7SXS11,Diversity Management,"[['16.0', '16.0.358.0']]",skill
KS1232969Z8K8HTWKBF0,Diversity Marketing,"[['22.0', '22.0.552.0']]",skill
KS7G5HS5YGQLB947FP1P,Diversity Programs,"[['16.0', '16.0.356.0']]",skill
KS123296W1LJQ4F9JFM9,Diversity Scheme,,skill
KS7G6HW69QX4SLH3Z5XB,Diversity Strategies,"[['16.0', '16.0.358.0']]",skill
